,Fight_Id,Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time,Event_Id,f1_wins,f1_losses,f1_height,f1_weight,f1_reach,f1_stance,f1_age,f1_SLpM,f1_sig_str_acc,f1_SApM,f1_str_def,f1_td_avg,f1_td_acc,f1_td_def,f1_sub_avg,f2_wins,f2_losses,f2_height,f2_weight,f2_reach,f2_stance,f2_age,f2_SLpM,f2_sig_str_acc,f2_SApM,f2_str_def,f2_td_avg,f2_td_acc,f2_td_def,f2_sub_avg,reach_diff,age_diff,height_diff,sig_str_diff,td_def_diff,td_avg_diff,f1_win_rate,f2_win_rate,win_rate_diff
88,f0b7caa90faf47e5,win,Yizha,Westin Wilson,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO Punches,1,37,754968e325d6f60d,25.0,4.0,170.18,65.77,180.34,Orthodox,27.0,2.82,0.44,2.2,0.54,4.55,0.32,0.59,1.4,16.0,9.0,185.42,65.77,185.42,Southpaw,35.0,2.11,0.34,6.62,0.28,0.0,0.0,0.0,4.2,-5.079999999999984,-8.0,-15.23999999999998,0.09999999999999998,0.59,4.55,0.8620689655172413,0.64,0.2220689655172413
91,12cedec11b37ddc0,win,Khamzat Chimaev,Dricus Du Plessis,0.0,0.0,37.0,13.0,12.0,1.0,0.0,1.0,Middleweight,U-DEC,5,300,421ccfc6ddb17958,13.0,0.0,187.96,83.91,190.5,Orthodox,29.0,5.72,0.58,3.46,0.42,3.99,0.46,1.0,2.7,21.0,2.0,185.42,83.91,193.04,Switch,30.0,6.49,0.5,4.77,0.55,3.0,0.51,0.4,0.8,-2.539999999999992,-1.0,2.5400000000000205,0.07999999999999996,0.6,0.9900000000000002,1.0,0.9130434782608695,0.08695652173913049
93,42585ce706c086de,win,Carlos Prates,Geoff Neal,1.0,0.0,32.0,25.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Spinning Back Elbow,1,299,421ccfc6ddb17958,18.0,6.0,185.42,77.11,198.12,Switch,30.0,4.38,0.56,5.95,0.37,0.0,0.0,0.66,0.0,15.0,6.0,180.34,77.11,190.5,Southpaw,33.0,4.97,0.5,5.47,0.57,0.46,0.44,0.87,0.1,7.6200000000000045,-3.0,5.079999999999984,0.06000000000000005,-0.20999999999999996,-0.46,0.75,0.7142857142857143,0.0357142857142857
94,9939d7073462e07e,win,Michael Page,Jared Cannonier,0.0,0.0,29.0,20.0,0.0,2.0,0.0,0.0,Middleweight,U-DEC,3,300,421ccfc6ddb17958,22.0,2.0,190.5,77.11,200.66,Switch,36.0,3.14,0.69,1.6,0.55,0.77,0.25,0.66,0.0,17.0,6.0,180.34,83.91,195.58,Switch,40.0,4.68,0.52,4.13,0.59,0.44,0.42,0.63,0.0,5.079999999999984,-4.0,10.159999999999997,0.16999999999999993,0.030000000000000027,0.33,0.9166666666666666,0.7391304347826086,0.17753623188405798
97,5b880d10b0ed7acc,win,Michal Oleksiejczuk,Gerald Meerschaert,1.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO Punches,1,183,421ccfc6ddb17958,19.0,7.0,182.88,83.91,187.96,Southpaw,29.0,5.06,0.5,4.26,0.61,0.75,0.44,0.48,0.0,36.0,17.0,185.42,83.91,195.58,Southpaw,36.0,3.18,0.45,3.37,0.53,2.17,0.38,0.34,1.6,-7.6200000000000045,-7.0,-2.539999999999992,0.04999999999999999,0.13999999999999996,-1.42,0.7307692307692307,0.6792452830188679,0.05152394775036284
98,a2eafd9e1d5031b1,win,Loopy Godinez,Jessica Andrade,0.0,0.0,107.0,90.0,1.0,0.0,0.0,0.0,Women's Strawweight,U-DEC,3,300,421ccfc6ddb17958,12.0,3.0,157.48,52.16,154.94,Orthodox,30.0,4.31,0.49,3.76,0.62,3.39,0.46,0.86,1.1,25.0,12.0,154.94,52.16,157.48,Orthodox,32.0,6.67,0.5,5.36,0.54,2.45,0.54,0.72,0.4,-2.539999999999992,-2.0,2.539999999999992,-0.010000000000000009,0.14,0.94,0.8,0.6756756756756757,0.12432432432432439
99,1d8dc0fb5d47357f,win,Alexander Hernandez,Chase Hooper,1.0,0.0,17.0,20.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO Punch,1,298,421ccfc6ddb17958,14.0,7.0,175.26,65.77,182.88,Orthodox,31.0,4.63,0.41,4.9,0.56,1.2,0.31,0.6,0.1,13.0,3.0,185.42,70.31,187.96,Southpaw,24.0,4.86,0.51,3.59,0.36,1.42,0.22,0.55,2.2,-5.0800000000000125,7.0,-10.159999999999997,-0.10000000000000003,0.04999999999999993,-0.21999999999999997,0.6666666666666666,0.8125,-0.14583333333333337
100,bc63f1b2e52f603e,win,Drakkar Klose,Edson Barboza,0.0,0.0,53.0,71.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3,300,421ccfc6ddb17958,14.0,2.0,175.26,70.31,177.8,Orthodox,36.0,4.33,0.55,3.4,0.52,1.78,0.3,0.68,0.0,24.0,11.0,180.34,65.77,190.5,Orthodox,38.0,4.18,0.45,4.34,0.57,0.48,0.5,0.75,0.1,-12.699999999999989,-2.0,-5.0800000000000125,0.10000000000000003,-0.06999999999999995,1.3,0.875,0.6857142857142857,0.18928571428571428
103,68fe62bac7fd8bb0,win,Anthony Hernandez,Roman Dolidze,0.0,0.0,91.0,36.0,9.0,0.0,1.0,0.0,Middleweight,SUB Rear Naked Choke,4,165,6cd3dfc54f01287f,12.0,2.0,182.88,83.91,190.5,Orthodox,30.0,4.3,0.59,3.46,0.45,6.62,0.49,0.63,3.0,12.0,3.0,187.96,83.91,193.04,Orthodox,35.0,2.62,0.39,3.36,0.51,1.3,0.4,0.33,1.3,-2.539999999999992,-5.0,-5.0800000000000125,0.19999999999999996,0.3,5.32,0.8571428571428571,0.8,0.05714285714285705
104,37d58369782cb86b,win,Steve Erceg,Ode Osbourne,0.0,0.0,20.0,35.0,3.0,1.0,1.0,0.0,Bantamweight,U-DEC,3,300,6cd3dfc54f01287f,12.0,1.0,172.72,56.7,172.72,Orthodox,28.0,4.57,0.48,3.64,0.55,1.69,0.3,0.77,0.8,12.0,7.0,170.18,56.7,185.42,Southpaw,32.0,3.46,0.38,4.44,0.44,1.27,0.27,0.64,0.2,-12.699999999999989,-4.0,2.539999999999992,0.09999999999999998,0.13,0.41999999999999993,0.9230769230769231,0.631578947368421,0.2914979757085021
105,646c79a7ecd12e5f,win,Iasmin Lucindo,Angela Hill,0.0,0.0,72.0,64.0,3.0,0.0,0.0,1.0,Women's Strawweight,U-DEC,3,300,6cd3dfc54f01287f,15.0,5.0,160.02,52.16,167.64,Orthodox,22.0,3.33,0.39,3.23,0.67,2.33,0.66,0.66,0.4,16.0,13.0,160.02,52.16,162.56,Orthodox,39.0,5.44,0.5,4.94,0.61,0.73,0.34,0.75,0.1,5.079999999999984,-17.0,0.0,-0.10999999999999999,-0.08999999999999997,1.6,0.75,0.5517241379310345,0.19827586206896552
106,98d6771af9b0ebe5,win,Andre Fili,Christian Rodriguez,0.0,0.0,64.0,83.0,3.0,1.0,0.0,0.0,Featherweight,S-DEC,3,300,6cd3dfc54f01287f,23.0,11.0,180.34,65.77,187.96,Orthodox,33.0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3,11.0,1.0,170.18,65.77,180.34,Orthodox,26.0,3.45,0.48,2.28,0.57,1.14,0.54,0.66,1.1,7.6200000000000045,7.0,10.159999999999997,-0.10999999999999999,0.029999999999999916,1.0200000000000002,0.6764705882352942,0.9166666666666666,-0.24019607843137247
108,75a84211f50c53f5,win,Christian Leroy Duncan,Eryk Anders,1.0,0.0,24.0,7.0,0.0,1.0,0.0,0.0,Middleweight,KO/TKO Punches,1,233,6cd3dfc54f01287f,10.0,1.0,187.96,83.91,200.66,Switch,28.0,5.96,0.62,3.82,0.5,0.45,0.14,0.5,0.0,16.0,8.0,185.42,83.91,190.5,Southpaw,36.0,3.41,0.47,4.17,0.5,1.79,0.26,0.79,0.1,10.159999999999997,-8.0,2.5400000000000205,0.15000000000000002,-0.29000000000000004,-1.34,0.9090909090909091,0.6666666666666666,0.24242424242424243
111,aef44145740741b3,win,Joselyne Edwards,Priscila Cachoeira,1.0,0.0,26.0,18.0,0.0,0.0,0.0,0.0,Women's Bantamweight,KO/TKO Punch,1,144,6cd3dfc54f01287f,13.0,5.0,172.72,61.23,177.8,Orthodox,28.0,4.71,0.52,3.36,0.5,1.0,0.33,0.64,0.3,12.0,6.0,170.18,56.7,165.1,Orthodox,35.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0,12.700000000000017,-7.0,2.539999999999992,0.08000000000000002,-0.010000000000000009,0.85,0.7222222222222222,0.6666666666666666,0.05555555555555558
112,7d923267c44dd93b,win,Uros Medic,Gilbert Urbina,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO Punch,1,63,6cd3dfc54f01287f,9.0,2.0,185.42,77.11,180.34,Southpaw,30.0,5.64,0.6,3.18,0.58,0.4,1.0,0.46,0.0,7.0,4.0,190.5,77.11,190.5,Orthodox,27.0,5.61,0.57,4.61,0.44,3.01,0.44,0.0,0.8,-10.159999999999997,3.0,-5.0800000000000125,0.030000000000000027,0.46,-2.61,0.8181818181818182,0.6363636363636364,0.18181818181818188
113,6ef50ed03b116b60,win,Gabriella Fernandes,Julija Stoliarenko,0.0,0.0,59.0,61.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,3,300,6cd3dfc54f01287f,8.0,3.0,167.64,56.7,167.64,Southpaw,30.0,1.63,0.47,2.7,0.47,0.0,0.0,0.61,0.0,11.0,9.0,170.18,56.7,167.64,Orthodox,30.0,2.49,0.39,4.54,0.46,0.93,0.27,0.54,1.7,0.0,0.0,-2.5400000000000205,0.07999999999999996,0.06999999999999995,-0.93,0.7272727272727273,0.55,0.17727272727272725
115,282c8c6c1ed82bfb,win,Tatsuro Taira,HyunSung Park,1.0,0.0,7.0,3.0,4.0,0.0,1.0,0.0,Flyweight,SUB Neck Crank,2,66,f2c934689243fe4e,15.0,0.0,170.18,56.7,177.8,Orthodox,24.0,3.51,0.71,1.15,0.47,2.12,0.41,0.71,2.4,9.0,0.0,170.18,56.7,167.64,Orthodox,28.0,4.15,0.44,3.43,0.59,1.54,0.27,1.0,2.6,10.160000000000025,-4.0,0.0,0.26999999999999996,-0.29000000000000004,0.5800000000000001,1.0,1.0,0.0
116,426a69e343822ab3,win,Chris Duncan,Mateusz Rebecki,0.0,0.0,92.0,114.0,0.0,2.0,0.0,0.0,Lightweight,U-DEC,3,300,f2c934689243fe4e,11.0,2.0,177.8,70.31,180.34,Orthodox,30.0,4.88,0.46,3.65,0.49,3.85,0.38,0.33,0.0,18.0,1.0,170.18,70.31,167.64,Southpaw,31.0,5.31,0.53,2.01,0.63,4.16,0.72,0.66,1.6,12.700000000000017,-1.0,7.6200000000000045,-0.07,-0.33,-0.31000000000000005,0.8461538461538461,0.9473684210526315,-0.10121457489878538
117,878941394f9e3538,win,Esteban Ribovics,Elves Brener,0.0,0.0,122.0,118.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3,300,f2c934689243fe4e,12.0,1.0,177.8,70.31,175.26,Orthodox,27.0,6.16,0.52,3.4,0.52,0.95,0.66,0.6,0.5,16.0,3.0,177.8,70.31,182.88,Orthodox,26.0,4.64,0.46,5.05,0.55,0.93,0.2,0.85,0.0,-7.6200000000000045,1.0,0.0,0.06,-0.25,0.019999999999999907,0.9230769230769231,0.8421052631578947,0.08097165991902844
118,c62ed8a6002b5360,win,Karol Rosa,Nora Cornolle,0.0,0.0,33.0,27.0,2.0,0.0,2.0,0.0,Women's Bantamweight,U-DEC,3,300,f2c934689243fe4e,17.0,6.0,165.1,61.23,170.18,Orthodox,29.0,6.34,0.56,4.78,0.49,1.22,0.45,0.68,0.0,7.0,1.0,170.18,61.23,170.18,Orthodox,34.0,2.67,0.51,1.2,0.57,0.0,0.0,0.37,0.0,0.0,-5.0,-5.0800000000000125,0.050000000000000044,0.31000000000000005,1.22,0.7391304347826086,0.875,-0.13586956521739135
119,ac57250e3de89d5d,win,Neil Magny,Elizeu Zaleski dos Santos,0.0,0.0,42.0,20.0,2.0,1.0,0.0,0.0,Welterweight,KO/TKO Punches,2,279,f2c934689243fe4e,29.0,12.0,190.5,77.11,203.2,Orthodox,36.0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3,24.0,7.0,180.34,77.11,185.42,Orthodox,37.0,4.52,0.42,3.33,0.57,0.43,0.13,0.68,0.4,17.78,-1.0,10.159999999999997,0.040000000000000036,-0.14,1.74,0.7073170731707317,0.7741935483870968,-0.06687647521636508
122,45781930d64da456,win,Rodolfo Vieira,Tresean Gore,0.0,0.0,89.0,41.0,1.0,0.0,0.0,0.0,Middleweight,U-DEC,3,300,f2c934689243fe4e,10.0,2.0,182.88,83.91,185.42,Orthodox,34.0,3.19,0.54,4.6,0.49,4.18,0.3,1.0,1.6,5.0,2.0,182.88,83.91,190.5,Switch,29.0,3.04,0.53,6.13,0.47,3.04,0.71,0.81,1.2,-5.0800000000000125,5.0,0.0,0.010000000000000009,0.18999999999999995,1.1399999999999997,0.8333333333333334,0.7142857142857143,0.11904761904761907
125,b47db03affb279c3,win,Rafael Estevam,Felipe Bunes,0.0,0.0,33.0,26.0,5.0,0.0,0.0,2.0,Flyweight,U-DEC,3,300,f2c934689243fe4e,12.0,0.0,172.72,56.7,175.26,Orthodox,27.0,2.94,0.64,3.35,0.34,3.35,0.19,0.0,0.7,13.0,7.0,170.18,56.7,175.26,Orthodox,34.0,5.25,0.54,8.72,0.41,3.15,0.33,0.0,0.0,0.0,-7.0,2.539999999999992,0.09999999999999998,0.0,0.20000000000000018,1.0,0.65,0.35
126,d98d6b2c13557a87,win,Piera Rodriguez,Ketlen Souza,0.0,0.0,64.0,56.0,7.0,0.0,0.0,0.0,Women's Strawweight,S-DEC,3,300,f2c934689243fe4e,9.0,1.0,160.02,52.16,160.02,Orthodox,31.0,3.46,0.46,2.98,0.57,3.31,0.41,0.66,0.0,13.0,4.0,160.02,52.16,160.02,Orthodox,29.0,0.0,0.0,1.71,0.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.46,0.66,3.31,0.9,0.7647058823529411,0.1352941176470589
128,d4d4ee045b0ca695,win,Petr Yan,Marcus McGhee,0.0,0.0,81.0,64.0,1.0,0.0,0.0,0.0,Bantamweight,U-DEC,3,300,28d8638ea0a71908,17.0,5.0,170.18,61.23,170.18,Switch,31.0,5.14,0.53,4.36,0.58,1.73,0.51,0.85,0.1,9.0,1.0,172.72,61.23,175.26,Orthodox,33.0,5.43,0.51,2.52,0.71,0.84,0.33,1.0,0.8,-5.079999999999984,-2.0,-2.539999999999992,0.020000000000000018,-0.15000000000000002,0.89,0.7727272727272727,0.9,-0.12727272727272732
129,582d66ce97309e29,win,Shara Magomedov,Marc-Andre Barriault,0.0,0.0,93.0,39.0,0.0,2.0,0.0,0.0,Middleweight,U-DEC,3,300,28d8638ea0a71908,12.0,0.0,187.96,83.91,185.42,Orthodox,29.0,7.53,0.73,4.33,0.28,0.0,0.0,0.57,0.0,16.0,7.0,185.42,83.91,187.96,Orthodox,34.0,6.19,0.47,5.67,0.52,0.22,0.25,0.67,0.1,-2.5400000000000205,-5.0,2.5400000000000205,0.26,-0.10000000000000009,-0.22,1.0,0.6956521739130435,0.30434782608695654
131,77f960d82cda0b76,win,Bogdan Guskov,Nikita Krylov,1.0,0.0,23.0,16.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO Punches,1,258,28d8638ea0a71908,15.0,3.0,190.5,92.99,193.04,Orthodox,31.0,2.43,0.33,5.81,0.4,0.0,0.0,0.66,0.0,30.0,9.0,190.5,92.99,195.58,Orthodox,32.0,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4,-2.5400000000000205,-1.0,0.0,-0.22000000000000003,0.13,-2.29,0.8333333333333334,0.7692307692307693,0.0641025641025641
132,e72c691b7c68b03a,win,Bryce Mitchell,Said Nurmagomedov,0.0,1.0,13.0,20.0,3.0,0.0,0.0,1.0,Bantamweight,U-DEC,3,300,28d8638ea0a71908,16.0,3.0,177.8,65.77,177.8,Southpaw,29.0,2.3,0.58,1.63,0.58,3.45,0.41,0.33,1.6,18.0,3.0,172.72,61.23,177.8,Orthodox,31.0,3.55,0.47,2.13,0.57,1.01,0.16,0.66,1.4,0.0,-2.0,5.0800000000000125,0.10999999999999999,-0.33,2.4400000000000004,0.8421052631578947,0.8571428571428571,-0.015037593984962405
134,017a825c7820d12e,win,Davey Grant,Da'Mon Blackshear,0.0,0.0,66.0,33.0,0.0,1.0,0.0,1.0,Bantamweight,U-DEC,3,300,28d8638ea0a71908,15.0,7.0,172.72,61.23,175.26,Orthodox,38.0,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2,14.0,6.0,177.8,61.23,182.88,Switch,29.0,4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8,-7.6200000000000045,9.0,-5.0800000000000125,-0.04999999999999999,-0.050000000000000044,-1.0799999999999998,0.6818181818181818,0.7,-0.018181818181818188
135,3e6067763978d862,win,Tabatha Ricci,Amanda Ribas,0.0,0.0,34.0,30.0,1.0,1.0,0.0,0.0,Women's Strawweight,KO/TKO Elbow,2,179,28d8638ea0a71908,9.0,2.0,154.94,52.16,154.94,Orthodox,29.0,4.41,0.37,4.86,0.59,3.39,0.41,0.71,0.2,12.0,5.0,160.02,56.7,167.64,Orthodox,30.0,4.63,0.4,3.4,0.61,2.07,0.51,0.85,0.7,-12.699999999999989,-1.0,-5.0800000000000125,-0.030000000000000027,-0.14,1.3200000000000003,0.8181818181818182,0.7058823529411765,0.11229946524064172
137,23ddf51ce630028d,win,Steven Nguyen,Mohammad Yahya,6.0,0.0,92.0,57.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,2,300,28d8638ea0a71908,9.0,2.0,180.34,65.77,185.42,Switch,30.0,7.15,0.4,7.36,0.6,0.28,1.0,0.84,0.0,12.0,4.0,175.26,65.77,185.42,Switch,29.0,2.87,0.46,4.07,0.37,1.0,1.0,0.42,1.0,0.0,1.0,5.0800000000000125,-0.06,0.42,-0.72,0.8181818181818182,0.75,0.06818181818181823
139,d7507e2741fd4d05,win,Max Holloway,Dustin Poirier,1.0,1.0,198.0,109.0,0.0,0.0,0.0,1.0,Lightweight,U-DEC,5,300,b8e2f10efb6eca85,25.0,7.0,180.34,65.77,175.26,Orthodox,32.0,7.17,0.47,4.75,0.59,0.27,0.53,0.84,0.3,30.0,8.0,175.26,70.31,182.88,Southpaw,35.0,5.45,0.51,4.36,0.53,1.33,0.36,0.63,1.4,-7.6200000000000045,-3.0,5.0800000000000125,-0.040000000000000036,0.20999999999999996,-1.06,0.78125,0.7894736842105263,-0.008223684210526327
140,23c963be9de38205,win,Paulo Costa,Roman Kopylov,1.0,0.0,99.0,48.0,0.0,0.0,0.0,0.0,Middleweight,U-DEC,3,300,b8e2f10efb6eca85,14.0,3.0,185.42,83.91,182.88,Orthodox,32.0,6.2,0.58,6.38,0.47,0.45,0.75,0.8,0.0,12.0,3.0,182.88,83.91,190.5,Southpaw,32.0,4.66,0.54,4.1,0.6,0.42,0.5,0.87,0.0,-7.6200000000000045,0.0,2.539999999999992,0.039999999999999925,-0.06999999999999995,0.030000000000000027,0.8235294117647058,0.8,0.0235294117647058
141,5dde61734080ac4a,win,Daniel Rodriguez,Kevin Holland,2.0,1.0,77.0,82.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,3,300,b8e2f10efb6eca85,17.0,4.0,185.42,77.11,187.96,Southpaw,37.0,7.3,0.5,5.28,0.56,0.62,0.5,0.63,0.1,25.0,11.0,190.5,77.11,205.74,Orthodox,31.0,4.24,0.49,3.19,0.5,0.85,0.38,0.54,0.6,-17.78,6.0,-5.0800000000000125,0.010000000000000009,0.08999999999999997,-0.22999999999999998,0.8095238095238095,0.6944444444444444,0.11507936507936511
143,a95b03e9b5a91e47,win,Michael Johnson,Daniel Zellhuber,1.0,0.0,80.0,52.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,3,300,b8e2f10efb6eca85,23.0,19.0,177.8,70.31,185.42,Southpaw,37.0,4.27,0.39,3.83,0.57,0.62,0.41,0.81,0.0,15.0,1.0,185.42,70.31,195.58,Switch,24.0,5.86,0.41,5.06,0.56,0.22,0.33,0.94,0.2,-10.160000000000025,13.0,-7.619999999999976,-0.019999999999999962,-0.1299999999999999,0.4,0.5476190476190477,0.9375,-0.38988095238095233
144,d2cb92fdf6a497e9,win,Vinicius Oliveira,Kyler Phillips,1.0,0.0,96.0,49.0,1.0,0.0,0.0,0.0,Bantamweight,U-DEC,3,300,b8e2f10efb6eca85,20.0,3.0,175.26,61.23,177.8,Switch,28.0,5.42,0.47,2.94,0.5,1.69,0.5,0.4,0.0,12.0,2.0,172.72,61.23,182.88,Orthodox,28.0,5.72,0.45,3.38,0.61,2.41,0.46,0.75,0.5,-5.079999999999984,0.0,2.539999999999992,0.019999999999999962,-0.35,-0.7200000000000002,0.8695652173913043,0.8571428571428571,0.012422360248447228
145,8e1feda9141602f1,win,Brendan Allen,Marvin Vettori,0.0,0.0,111.0,109.0,3.0,0.0,0.0,0.0,Middleweight,U-DEC,3,300,b8e2f10efb6eca85,23.0,5.0,187.96,83.91,190.5,Orthodox,28.0,3.87,0.54,3.6,0.46,1.36,0.47,0.58,1.7,19.0,7.0,182.88,83.91,187.96,Southpaw,30.0,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,2.539999999999992,-2.0,5.0800000000000125,0.09000000000000002,-0.10999999999999999,-0.2999999999999998,0.8214285714285714,0.7307692307692307,0.09065934065934067
149,798652dbea086910,win,Jimmy Crute,Marcin Prachnio,0.0,0.0,5.0,21.0,3.0,0.0,2.0,0.0,Light Heavyweight,SUB Armbar,1,282,b8e2f10efb6eca85,12.0,4.0,187.96,92.99,187.96,Orthodox,28.0,3.68,0.54,3.04,0.44,4.84,0.57,0.6,2.0,17.0,7.0,190.5,92.99,187.96,Orthodox,35.0,5.61,0.55,3.3,0.54,0.17,0.2,0.58,0.0,0.0,-7.0,-2.539999999999992,-0.010000000000000009,0.020000000000000018,4.67,0.75,0.7083333333333334,0.04166666666666663
150,182ee320edb1b5ed,win,Ryan Spann,Lukasz Brzeski,0.0,0.0,8.0,5.0,1.0,0.0,2.0,0.0,Heavyweight,SUB Guillotine Choke,1,167,b8e2f10efb6eca85,21.0,9.0,195.58,92.99,200.66,Orthodox,32.0,3.42,0.4,3.91,0.45,1.29,0.35,0.47,1.5,8.0,4.0,193.04,107.05,198.12,Orthodox,31.0,5.08,0.48,3.46,0.57,0.64,0.5,0.42,0.6,2.539999999999992,1.0,2.5400000000000205,-0.07999999999999996,0.04999999999999999,0.65,0.7,0.6666666666666666,0.033333333333333326
154,2a03bc4c491b4c9a,win,Gabriel Bonfim,Stephen Thompson,0.0,0.0,40.0,42.0,5.0,0.0,0.0,0.0,Welterweight,S-DEC,3,300,7b03d9df5910917d,15.0,1.0,185.42,77.11,182.88,Orthodox,26.0,4.87,0.4,5.25,0.59,4.75,0.71,1.0,3.8,17.0,7.0,182.88,77.11,190.5,Orthodox,41.0,4.11,0.46,3.03,0.54,0.26,0.41,0.65,0.0,-7.6200000000000045,-15.0,2.539999999999992,-0.06,0.35,4.49,0.9375,0.7083333333333334,0.22916666666666663
155,f368475c366c6d85,win,Steve Garcia,Calvin Kattar,1.0,0.0,85.0,26.0,0.0,0.0,0.0,0.0,Featherweight,U-DEC,3,300,7b03d9df5910917d,15.0,5.0,182.88,70.31,190.5,Southpaw,31.0,4.85,0.56,2.4,0.46,1.31,0.44,0.88,0.7,23.0,7.0,180.34,65.77,182.88,Orthodox,36.0,5.12,0.39,7.1,0.54,0.42,0.29,0.91,0.1,7.6200000000000045,-5.0,2.539999999999992,0.17000000000000004,-0.030000000000000027,0.8900000000000001,0.75,0.7666666666666667,-0.01666666666666672
156,4e5d4a36eaaa3a78,win,Morgan Charriere,Nate Landwehr,1.0,0.0,67.0,63.0,2.0,0.0,0.0,0.0,Featherweight,KO/TKO Punch,3,27,7b03d9df5910917d,19.0,9.0,172.72,65.77,175.26,Orthodox,28.0,6.75,0.53,2.34,0.78,0.0,0.0,0.0,0.0,17.0,5.0,175.26,65.77,182.88,Orthodox,35.0,6.14,0.46,5.58,0.55,1.07,0.41,0.86,1.1,-7.6200000000000045,-7.0,-2.539999999999992,0.07,-0.86,-1.07,0.6785714285714286,0.7727272727272727,-0.0941558441558441
157,4b75d3b7738cb278,win,Vitor Petrino,Austen Lane,0.0,0.0,3.0,3.0,1.0,0.0,2.0,0.0,Heavyweight,SUB Rear Naked Choke,1,256,7b03d9df5910917d,11.0,0.0,187.96,92.99,195.58,Orthodox,26.0,2.74,0.45,2.49,0.45,3.86,0.68,0.71,0.8,12.0,4.0,198.12,111.13,203.2,Orthodox,36.0,4.48,0.47,2.85,0.48,0.0,0.0,0.0,0.0,-7.619999999999976,-10.0,-10.159999999999997,-0.019999999999999962,0.71,3.86,1.0,0.75,0.25
159,236f811290163dca,win,Chris Curtis,Max Griffin,0.0,0.0,64.0,59.0,0.0,0.0,0.0,0.0,Welterweight,S-DEC,3,300,7b03d9df5910917d,31.0,10.0,177.8,83.91,190.5,Orthodox,36.0,5.96,0.51,6.58,0.53,0.0,0.0,0.92,0.0,20.0,10.0,180.34,77.11,193.04,Orthodox,38.0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3,-2.539999999999992,-2.0,-2.539999999999992,0.020000000000000018,0.24,-1.45,0.7560975609756098,0.6666666666666666,0.08943089430894313
160,d5e3be7a07c48b08,win,Jake Matthews,Chidi Njokuani,0.0,0.0,3.0,5.0,1.0,0.0,1.0,0.0,Welterweight,SUB Rear Naked Choke,1,69,7b03d9df5910917d,19.0,7.0,180.34,77.11,185.42,Orthodox,29.0,3.3,0.45,2.56,0.6,1.59,0.4,0.62,0.6,22.0,10.0,190.5,77.11,203.2,Orthodox,35.0,4.04,0.6,3.19,0.53,0.0,0.0,0.67,0.3,-17.78,-6.0,-10.159999999999997,-0.14999999999999997,-0.050000000000000044,1.59,0.7307692307692307,0.6875,0.043269230769230727
161,46bc1338a50cbeac,win,Eduarda Moura,Lauren Murphy,0.0,0.0,64.0,38.0,2.0,2.0,0.0,2.0,Women's Flyweight,U-DEC,3,300,7b03d9df5910917d,10.0,0.0,167.64,52.16,167.64,Orthodox,30.0,5.61,0.67,0.45,0.8,5.34,1.0,0.0,1.3,16.0,6.0,165.1,56.7,170.18,Orthodox,40.0,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,-2.5400000000000205,-10.0,2.539999999999992,0.28,-0.69,4.31,1.0,0.7272727272727273,0.2727272727272727
163,7f33fbdc35afd721,win,Mike Davis,Mitch Ramirez,1.0,0.0,47.0,51.0,1.0,0.0,2.0,0.0,Lightweight,KO/TKO Punches,2,248,7b03d9df5910917d,11.0,2.0,182.88,70.31,182.88,Orthodox,31.0,5.35,0.52,5.76,0.55,2.77,0.53,0.64,0.4,8.0,2.0,180.34,70.31,180.34,Orthodox,31.0,2.37,0.42,3.34,0.36,0.91,1.0,0.0,0.0,2.539999999999992,0.0,2.539999999999992,0.10000000000000003,0.64,1.8599999999999999,0.8461538461538461,0.8,0.0461538461538461
